Height_in_Inches,Weight_in_Kg,Followers Instagram,Followers Tiktok,Followers Twitter,School Max Group,School Count Group,Hometown Max Group,Hometown Count Group
79,290,681,0,0,2,6,2,2
72,203,2100,69,1000,1,1,1,1
71,175,11800,81000,6000,2,2,1,1
74,213,9100,184,3500,1,5,1,1
75,218,6200,6,4800,1,1,1,1
78,275,1700,0,0,1,1,1,1
78,300,2000,458,1700,1,2,1,1
75,210,5300,5100,2500,1,1,1,1
70,180,5000,0,0,1,4,1,1
76,345,3900,1200,2200,1,5,1,1
71,192,2000,0,0,1,1,1,1
77,258,15800,0,0,1,3,1,1
73,218,17300,29000,4600,1,3,1,1
73,170,2500,0,0,1,2,1,1
73,190,2800,0,0,1,2,1,1
76,332,5900,1100,3800,3,6,1,1
69,218,6200,686,897,1,4,1,1
74,205,3700,0,0,1,1,1,1
75,217,5400,670,2200,1,2,1,1
76,228,1900,24,430,1,1,1,1
0,0,1200,0,0,2,9,2,2
77,334,2800,162,1200,1,1,1,1
75,235,1300,3,818,1,1,1,1
75,194,3200,672,3500,1,1,1,1
73,189,11200,2000,4800,1,1,1,1
71,175,24000,0,0,2,2,2,2
71,190,8600,0,0,1,1,1,1
71,220,8100,0,0,1,2,1,1
75,215,90,6800,2900,1,1,1,1
71,188,7600,163,2800,1,1,1,1
75,345,66,0,0,1,2,1,1
74,175,4400,0,0,1,1,1,1
71,170,65,0,0,1,1,1,1
75,189,23000,18,6700,2,2,2,2
70,165,4700,612,1000,1,12,1,1
75,215,3400,0,0,1,1,1,1
69,170,4900,40000,4100,1,3,1,1
71,190,35000,1100,3800,2,1,2,2
72,190,26000,45000,2200,1,2,1,1
77,267,848,0,0,1,1,2,2
74,195,10600,68,2000,1,3,1,1
75,190,19900,807,4000,1,4,1,1
75,222,2700,0,0,1,1,1,1
75,228,3400,2700,3600,1,1,1,1
73,199,2600,0,0,1,1,1,1
78,243,2900,0,0,1,4,1,1
70,194,5100,0,0,1,1,1,1
78,290,1500,0,0,1,1,2,2
75,205,13700,434,830,1,2,2,2
71,170,723,0,0,1,1,2,2
73,230,3600,715,794,1,4,1,1
76,257,2700,258,3200,1,4,1,1
77,203,2600,0,0,1,2,1,1
71,190,6000,29,1600,1,3,2,2
76,225,3200,29,3200,1,2,1,1
74,180,12500,345,7600,2,6,2,2
74,200,3100,0,0,1,1,1,1
69,183,14300,1300,2400,2,4,2,2
73,193,1600,0,0,1,1,1,1
73,208,3900,0,0,1,4,2,2
77,355,13400,192,6600,1,1,1,1
71,160,2100,0,0,1,1,1,1
72,192,8100,5700,4400,1,2,1,1
73,220,3600,252,1100,1,1,1,1
71,173,3300,0,0,1,3,1,1
75,224,2400,6400,2700,1,2,1,1
77,283,1000,0,0,1,1,1,1
72,190,9800,17700,1400,1,1,1,1
74,181,6300,0,0,2,6,1,1
72,195,5500,2300,3900,1,2,1,1
71,147,10500,12500,3200,1,1,1,1
75,253,2800,0,0,1,1,1,1
73,195,3100,0,0,2,35,1,1
75,280,945,106,1400,1,2,1,1
71,218,7300,0,0,1,1,1,1
74,205,1,210,1900,1,1,1,1
77,275,1700,0,0,1,3,2,2
68,219,26000,0,0,1,1,1,1
77,290,1600,0,0,1,1,1,1
77,245,1500,7,1300,1,1,1,1
67,177,4600,0,0,1,1,1,1
74,200,4700,618,2500,1,1,1,1
71,188,9600,0,0,1,2,1,1
79,230,522,0,0,1,1,1,1
73,166,3500,1100,2200,1,2,1,1
75,190,1700,0,0,1,1,1,1
77,295,883,56,1100,1,1,1,1
73,206,9500,0,0,1,2,1,1
74,227,2700,938,2700,1,2,1,1
77,300,3700,1,2400,1,2,1,1
74,203,1800,0,0,2,2,2,2
77,225,3900,0,0,1,2,1,1
73,200,10500,0,0,2,2,2,2
75,280,4700,282,2300,1,3,1,1
77,325,15500,3400,5800,2,35,1,1
77,288,489,0,0,1,3,1,1
72,175,8200,0,0,1,1,1,1
75,238,3500,0,0,1,2,1,1
72,175,7200,0,0,1,1,1,1
79,240,590,0,0,1,2,1,1
75,280,16200,0,0,1,1,1,1
77,270,791,98,1400,1,3,1,1
76,220,1500,0,0,1,1,1,1
72,160,16300,33000,2700,1,1,1,1
78,267,3300,5900,5000,1,1,2,2
76,330,1900,146,1400,1,2,1,1
76,245,484,0,0,1,2,1,1
77,265,4400,681,3800,1,1,1,1
75,200,3100,0,0,1,2,1,1
71,185,1500,0,0,1,2,1,1
69,175,5500,156,2400,2,6,2,2
73,170,2200,0,0,1,4,1,1
76,335,1100,207,1700,1,3,1,1
75,205,4700,321,1600,1,2,1,1
76,225,5400,12800,3700,1,2,1,1
75,215,2300,0,0,1,1,1,1
74,275,2900,0,0,1,3,1,1
76,241,11,0,0,1,1,1,1
79,245,545,0,0,1,1,1,1
76,315,22000,69,11800,3,3,3,3
73,201,5600,10100,3400,2,5,2,2
71,184,1,0,0,1,2,1,1
79,295,1700,102,2300,1,1,1,1
76,230,2200,844,1300,1,1,2,2
75,190,18700,0,0,2,1,2,2
75,220,1,0,0,1,1,1,1
76,276,6700,23,2800,2,35,2,2
72,175,10600,306,1400,1,2,3,3
77,315,1900,0,0,1,4,1,1
71,175,2900,0,0,1,1,1,1
78,350,432,25,318,1,1,1,1
74,199,31000,48000,15500,2,3,2,2
0,0,928,0,0,1,3,1,1
77,290,2200,278,2900,2,3,1,1
73,170,2600,0,0,2,9,2,2
78,239,434,0,0,1,2,1,1
69,200,2500,304,1600,1,3,1,1
77,290,12400,5900,7800,1,1,1,1
70,176,33000,34000,4500,2,9,2,2
78,285,944,0,0,1,2,1,1
77,295,403,0,0,1,3,1,1
73,255,4400,192,2200,1,1,1,1
76,195,2000,0,0,1,1,1,1
74,208,2800,0,0,1,2,1,1
77,260,4100,0,0,1,1,1,1
79,345,2500,589,1700,1,1,1,1
71,184,6100,0,0,1,2,1,1
75,198,11700,3400,3400,2,9,2,2
74,185,9100,0,0,1,6,1,1
75,180,580000,24000,37000,10,4,10,10
74,175,402000,1400000,5800,10,2,10,10
78,190,543000,795,795,10,6,10,10
74,160,377000,7500,7500,7,1,7,7
75,200,260000,19200,19200,5,7,5,5
74,170,215000,1700,1700,4,1,4,4
81,215,210000,1600,1600,4,1,4,4
73,160,154000,49000,2400,3,4,3,3
76,185,114000,28000,5400,2,35,2,2
73,175,96000,126000,4100,2,1,2,2
74,190,108000,18800,6000,2,2,2,2
79,200,84000,29000,5200,2,3,2,2
75,165,94000,1,1,2,3,2,2
78,195,85000,1400,1400,2,1,2,2
76,180,75000,10700,1000,2,2,2,2
80,190,58000,2100,12100,2,5,2,2
80,190,52000,47000,1100,2,1,2,2
80,195,49000,6600,6600,1,7,1,1
75,175,50000,1,1400,1,1,1,1
80,180,48000,4800,4800,1,1,1,1
70,167,35000,39000,2400,1,3,1,1
81,220,44000,106,948,2,35,1,1
72,155,43000,2000,1300,1,3,1,1
80,185,33000,8900,12800,1,7,1,1
72,150,39000,825,825,2,9,2,2
72,165,35000,744,744,1,4,1,1
80,255,37000,1100,1100,1,2,1,1
75,185,29000,4000,4000,2,35,1,1
75,170,27000,2700,11100,1,1,1,1
85,265,31000,5100,3000,1,2,1,1
79,190,39000,0,39000,1,2,1,1
79,190,33000,52,1600,1,4,5,5
73,170,28000,2100,2100,1,1,1,1
80,220,24000,2,4600,2,35,1,1
81,200,24000,125,1700,1,1,1,1
73,180,26000,3100,3100,1,7,1,1
75,170,24000,4400,2800,1,3,2,2
78,225,25000,164,2700,1,4,1,1
78,160,32000,652,652,2,2,1,1
85,220,30000,4200,4200,1,2,1,1
81,195,34000,0,34000,1,2,1,1
72,175,27000,1100,1100,1,5,1,1
80,200,23000,1100,2100,1,7,1,1
76,185,24000,2000,2300,1,1,1,1
61,155,27000,1,1,2,5,1,1
80,200,18900,197,2400,5,7,1,1
89,275,31000,0,31000,2,35,1,1
80,180,26000,39,963,3,4,1,1
75,175,18300,6000,6000,1,2,1,1
75,185,24000,424,424,1,1,1,1
76,180,20000,91,860,1,7,5,5
74,190,24000,1100,1100,1,1,1,1
76,190,18500,106,2200,1,7,1,1
74,175,17700,659,4800,1,1,1,1
77,180,22000,105,3100,1,1,1,1
78,180,30000,0,30000,1,1,1,1
82,300,452,144000,2900,2,35,1,1
81,250,17100,2300,2300,10,4,1,1
78,220,28000,0,28000,1,1,1,1
75,185,17100,3300,4500,1,1,1,1
76,180,13800,1500,1500,1,2,1,1
78,180,15000,1200,7500,1,1,1,1
76,195,12400,1900,1900,1,1,1,1
79,215,13500,909,894,1,4,1,1
77,175,25000,0,25000,3,4,1,1
79,215,18400,10000,1000,2,35,1,1
79,180,19500,1,725,10,6,1,1
73,165,14800,4300,4300,1,3,1,1
78,200,18900,39,1700,1,1,1,1
76,195,18900,2500,1600,1,4,1,1
76,170,14100,5100,5000,1,1,1,1
80,215,18100,172,2700,2,5,1,1
75,190,11300,8700,8700,1,1,1,1
76,185,13700,515,3800,1,2,1,1
80,195,15300,18600,2100,1,7,1,1
74,195,9100,79,2500,1,7,1,1
72,165,13100,7400,1400,5,7,1,1
80,240,16300,2700,2700,2,35,1,1
80,205,16300,5100,4300,1,7,1,1
83,230,15200,4900,4900,1,1,1,1
74,155,16600,513,513,1,1,1,1
75,180,16300,5,1200,1,7,1,1
61,150,16500,532,532,1,1,1,1
80,205,9900,43000,604,1,1,1,1
77,185,16000,1200,678,1,2,1,1
76,180,10100,2200,2200,1,1,1,1
78,180,8100,22000,5700,1,1,1,1
74,155,15400,490,490,1,3,1,1
77,180,8500,1800,1800,1,2,1,1
84,200,14900,1100,1100,1,1,1,1
68,191,14500,2600,810,1,1,1,1
80,210,15200,1900,1900,1,1,1,1
82,210,10600,525,525,1,4,1,1
84,210,9900,2900,2900,1,2,1,1
75,160,9400,192,4100,1,1,2,2
75,180,12000,10,887,1,2,1,1
70,165,8200,1300,1300,1,3,1,1
76,165,11100,2200,2200,1,2,1,1
75,165,6200,1500,1500,1,3,1,1
77,190,11400,2000,2000,2,3,1,1
76,175,4500,1500,1600,1,3,1,1
74,190,5900,1,2400,1,1,1,1
74,150,9500,374,374,1,1,1,1
72,165,9300,670,670,1,1,1,1
72,165,8600,302,302,1,1,1,1
75,175,8300,1100,1100,1,9,1,1
72,180,8100,576,576,1,1,1,1
76,175,7700,2500,2500,1,1,1,1
74,195,7400,1000,974,1,3,3,3
74,170,2900,5600,1400,1,1,1,1
75,125,12000,0,12000,1,3,2,2
73,180,6700,329,329,1,1,1,1
73,190,2500,1000,1000,1,2,1,1
75,170,5100,2000,2000,1,1,1,1
72,170,4400,889,889,1,1,1,1
72,160,175,0,175,1,7,1,1
74,160,4800,1100,1100,1,1,1,1
73,170,4400,1500,1500,1,1,1,1
72,140,4600,1200,1200,1,3,3,3
75,170,4000,90,1400,1,2,1,1
75,175,3300,2100,2100,1,7,1,1
73,155,78,13300,2000,1,1,1,1
73,170,6300,0,6300,1,1,2,2
75,180,405,1700,1700,1,2,1,1
76,175,758,0,758,1,3,1,1
81,175,902,0,902,1,1,1,1
74,170,538,0,538,1,1,1,1
73,230,9400,1200,2700,1,2,1,1
73,210,12600,554,554,1,7,2,2
73,235,5400,22000,553,1,2,1,1
73,205,10600,1500,1500,1,1,1,1
73,210,3000,524,524,2,5,1,1
85,185,10100,765,765,1,7,1,1
82,240,2500,1100,1100,1,4,1,1
82,200,8600,4700,511,1,1,1,1
73,230,8700,387,387,1,2,1,1
73,220,9000,673,673,1,1,1,1
73,260,5000,2100,2100,1,2,2,2
73,220,3900,1400,857,1,1,1,1
84,210,6000,657,657,2,3,1,1
82,235,5400,218,917,1,2,1,1
73,250,5000,74,1300,1,3,7,7
73,240,4800,729,729,3,4,1,1
84,190,9800,0,9800,1,1,2,2
73,205,4300,1500,1500,1,3,1,1
85,238,3200,1300,1300,1,1,3,3
82,205,3000,125,1200,1,1,1,1
73,250,2500,48,48,10,4,1,1
82,215,7900,292,2200,1,1,1,1
82,210,11900,3700,3700,1,1,1,1
73,215,6800,4500,4500,1,1,1,1
82,205,10200,81,81,1,7,2,2
80,210,10600,4000,2000,1,1,1,1
82,210,6900,2500,2500,1,1,1,1
80,210,7300,1300,1300,1,1,1,1
81,225,10200,675,675,1,3,1,1
82,200,10300,707,34,1,2,1,1
82,200,9000,1100,1100,5,7,1,1
82,235,8400,68,1100,10,6,5,5
81,200,8200,34,34,1,2,1,1
81,180,7000,2400,2400,1,2,1,1
82,230,3300,150,862,1,1,1,1
81,215,2800,57,3300,1,1,1,1
82,190,2600,930,930,1,3,1,1
81,210,6700,1200,1200,2,3,2,2
81,215,2200,1900,1900,1,2,1,1
81,200,5700,2200,2200,2,5,1,1
82,205,3900,3500,419,1,4,1,1
80,220,3600,235,1900,1,1,1,1
73,195,3800,1400,563,1,1,1,1
81,215,8600,0,8600,1,1,1,1
81,200,2800,5500,1700,1,1,2,2
82,210,3000,978,978,1,1,1,1
80,210,2600,1900,835,1,1,2,2
81,190,2200,624,624,1,3,2,2
80,210,2100,971,971,1,2,2,2
80,190,2100,388,779,1,1,1,1
82,220,1700,51,596,1,2,1,1
81,190,1100,491,491,1,2,1,1
82,210,1200,246,246,2,35,1,1
82,210,1100,64,334,1,2,1,1
81,210,2400,1400,1400,5,7,1,1
81,210,1,76,1200,1,1,1,1
80,205,1900,0,1900,1,2,1,1
79,170,13900,474,474,1,2,1,1
76,185,14200,665,665,10,6,1,1
78,180,7700,33000,1800,1,1,1,1
79,210,6800,144,1300,1,2,1,1
75,170,7800,233,2700,1,3,1,1
78,185,10200,138,138,1,2,1,1
74,175,11500,25,1,1,2,1,1
78,175,6100,3300,4800,1,2,1,1
78,180,7900,1,1200,1,2,1,1
79,170,10100,294,371,1,1,1,1
76,185,6100,842,2300,1,6,1,1
76,200,8500,6300,2800,1,2,1,1
76,175,3700,1100,816,1,2,2,2
78,175,4900,240,3400,1,4,1,1
75,175,7000,1,961,1,1,1,1
79,205,4900,2500,1700,1,4,1,1
78,180,7300,1500,1500,1,2,1,1
76,180,2400,1800,1800,1,1,1,1
76,200,4200,11,1600,1,7,1,1
78,185,6200,2200,2200,1,2,1,1
75,175,6700,1,1,1,3,1,1
78,182,5500,559,559,1,2,1,1
76,180,5000,2800,527,1,3,1,1
80,185,4600,775,775,1,1,1,1
76,190,4700,402,402,1,1,1,1
76,170,4400,795,795,1,2,1,1
76,165,1300,21000,108,1,4,1,1
76,175,3500,1,641,1,1,1,1
76,170,2100,1100,1100,1,2,1,1
74,165,2900,448,448,1,6,1,1
79,195,2800,505,505,1,1,2,2
76,185,17100,0,17100,1,2,1,1
78,180,1900,1600,1600,1,1,2,2
75,190,3400,0,3400,1,4,1,1
75,170,1200,0,1200,1,1,1,1
76,180,2200,0,2200,1,1,1,1
79,215,12300,2000,2000,1,2,1,1
79,200,7100,280,2700,1,4,1,1
79,175,8400,28000,1500,1,2,1,1
78,205,6000,670,2900,1,1,1,1
81,195,5400,149,1500,1,2,1,1
79,190,6100,2300,2000,10,6,1,1
78,185,5500,687,687,1,1,2,2
79,180,10100,452,452,1,1,1,1
78,180,6300,1700,1700,1,1,1,1
82,175,10000,285,1500,1,3,1,1
80,185,14100,3200,3200,1,1,1,1
81,210,5400,1000,1000,1,1,1,1
80,160,9500,478,819,1,4,1,1
81,185,8900,668,668,2,3,1,1
76,201,8100,997,997,1,2,1,1
80,190,5200,1100,1500,1,2,1,1
82,195,7400,995,1400,1,3,1,1
78,180,6900,3100,1600,1,1,1,1
78,180,3300,1600,1600,1,1,1,1
79,185,6100,6900,1200,2,35,1,1
81,190,6800,1000,1000,1,7,1,1
80,180,6800,22,450,1,1,1,1
80,210,2200,1700,879,1,2,1,1
76,185,3000,1000,1000,1,1,1,1
79,175,2700,927,927,1,2,1,1
76,180,5500,969,969,1,1,1,1
79,195,5200,800,800,1,3,1,1
78,180,5300,387,387,1,1,1,1
80,170,5000,1100,1100,1,1,3,3
79,200,4600,2200,2200,2,35,1,1
79,175,5300,249,249,1,1,1,1
81,190,4600,97,3000,1,2,1,1
80,190,4000,1800,1800,1,1,1,1
79,195,4200,1100,1100,1,3,1,1
80,190,4000,1300,1300,1,1,1,1
79,180,3300,595,595,1,7,2,2
82,195,4500,463,463,1,1,1,1
78,180,7900,0,7900,1,2,1,1
79,170,2500,355,826,1,1,1,1
81,200,2100,1100,1100,1,1,1,1
80,240,2200,727,727,1,1,1,1
76,190,2100,189,807,1,2,1,1
79,190,1,1200,5700,5,7,1,1
79,180,949,251,251,1,1,1,1
80,185,159,1600,1600,1,6,1,1
80,175,1,1000,350,1,1,1,1
80,175,257,889,889,1,1,1,1
79,200,811,0,811,1,2,1,1
79,190,3600,0,3600,1,2,1,1
78,210,16600,0,16600,5,7,1,1
76,190,7400,338,1500,1,2,1,1
74,160,12600,1100,1100,1,5,1,1
74,195,7500,133,4100,1,1,1,1
76,180,12400,327,327,1,3,1,1
75,165,11500,4500,2100,1,2,1,1
74,165,4200,1700,1700,1,1,1,1
79,175,10100,153,1300,1,1,1,1
74,175,8600,1900,1900,1,1,1,1
76,170,6200,527,527,2,4,1,1
73,170,8800,6600,964,1,1,1,1
74,175,8600,3,552,1,7,1,1
75,180,7800,1900,974,1,6,1,1
73,170,4500,13700,892,1,1,1,1
75,170,5600,870,870,1,3,7,7
74,165,5200,1,799,1,1,1,1
75,180,4800,60,1200,1,2,1,1
75,180,4500,1200,1200,1,9,1,1
78,180,3900,2200,2200,1,1,1,1
75,170,3700,56,913,1,1,1,1
76,180,3400,876,876,1,3,3,3
75,160,3200,716,716,10,4,1,1
75,180,2000,628,628,1,1,1,1
75,185,1,67,737,1,1,1,1
